article_id,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,tfidf_7,tfidf_8,tfidf_9,tfidf_10,tfidf_11,tfidf_12,tfidf_13,tfidf_14,tfidf_15,tfidf_16,tfidf_17,tfidf_18,tfidf_19,tfidf_20
A0984,0.445,0.418,0.111,0.896,0.857,0.185,0.242,0.691,0.197,0.584,0.312,0.974,0.761,0.661,0.053,0.583,0.911,0.494,0.014,0.102
A0985,0.766,0.94,0.68,0.944,0.731,0.635,0.054,0.034,0.058,0.111,0.433,0.049,0.883,0.486,0.741,0.387,0.284,0.319,0.74,0.699
A0986,0.892,0.167,0.438,0.289,0.342,0.059,0.523,0.101,0.129,0.272,0.658,0.714,0.757,0.763,0.204,0.099,0.755,0.674,0.517,0.953
A0987,0.935,0.936,0.356,0.598,0.643,0.906,0.634,0.467,0.557,0.375,0.913,0.194,0.075,0.962,0.059,0.038,0.32,0.235,0.391,0.494
A0988,0.068,0.636,0.854,0.193,0.077,0.378,0.25,0.213,0.355,0.142,0.599,0.559,0.139,0.052,0.629,0.229,0.322,0.071,0.499,0.382
A0989,0.137,0.058,0.654,0.446,0.399,0.894,0.114,0.261,0.682,0.32,0.564,0.049,0.049,0.322,0.029,0.403,0.658,0.889,0.424,0.881
A0990,0.766,0.411,0.516,0.591,0.291,0.342,0.537,0.252,0.955,0.068,0.788,0.156,0.933,0.127,0.441,0.027,0.183,0.373,0.391,0.357
A0991,0.243,0.297,0.644,0.417,0.44,0.081,0.192,0.748,0.178,0.512,0.09,0.365,0.299,0.457,0.577,0.878,0.303,0.052,0.76,0.428
A0992,0.417,0.679,0.199,0.537,0.493,0.017,0.045,0.072,0.259,0.329,0.361,0.287,0.892,0.266,0.2,0.248,0.095,0.51,0.515,0.135
A0993,0.566,0.2,0.797,0.455,0.021,0.376,0.532,0.515,0.25,0.182,0.217,0.458,0.81,0.883,0.219,0.469,0.253,0.433,0.079,0.343
A0994,0.536,0.223,0.293,0.603,0.518,0.47,0.523,0.195,0.419,0.355,0.406,0.017,0.559,0.908,0.243,0.078,0.184,0.96,0.697,0.603
A0995,0.911,0.549,0.954,0.998,0.655,0.784,0.317,0.355,0.819,0.283,0.426,0.378,0.158,0.514,0.972,0.289,0.61,0.016,0.472,0.731
A0996,0.542,0.283,0.945,0.387,0.864,0.206,0.684,0.323,0.597,0.045,0.527,0.961,0.046,0.64,0.538,0.386,0.529,0.078,0.969,0.321
A0997,0.571,0.018,0.301,0.376,0.192,0.823,0.404,0.743,0.644,0.992,0.056,0.366,0.956,0.168,0.762,0.197,0.042,0.267,0.149,0.122
A0998,0.919,0.74,0.88,0.95,0.88,0.257,0.828,0.958,0.08,0.113,0.62,0.719,0.541,0.04,0.664,0.999,0.445,0.291,0.471,0.463
A0999,0.826,0.651,0.126,0.214,0.387,0.527,0.61,0.286,0.943,0.608,0.104,0.184,0.9,0.998,0.096,0.287,0.791,0.244,0.609,0.376
A1000,0.552,0.104,0.835,0.553,0.085,0.199,0.714,0.775,0.514,0.556,0.859,0.586,0.393,0.769,0.274,0.36,0.091,0.569,0.736,0.879
